instance,run,n_job,n_tries,e_min,initial_average,final_average,prob_opt
tai20_5_1.fsp,5,2,3,350,350.0,350.0,1.0
tai20_5_1.fsp,5,2,4,350,350.5859375,350.0,1.0
tai20_5_1.fsp,5,2,5,350,351.025390625,350.0,1.0
tai20_5_1.fsp,5,2,6,350,351.0986328125,350.0,1.0
tai20_5_1.fsp,5,2,7,350,351.318359375,350.0,1.0
tai20_5_1.fsp,5,2,8,350,351.3916015625,350.0,1.0
tai20_5_1.fsp,5,2,9,350,351.5380859375,350.0,1.0
tai20_5_1.fsp,5,2,10,350,351.9775390625,350.0,1.0
tai20_5_2.fsp,1,2,1,238,238.078125,238.0,1.0
tai20_5_2.fsp,1,2,2,238,238.15625,238.0,1.0
tai20_5_2.fsp,1,2,3,238,238.234375,238.0,1.0
tai20_5_2.fsp,1,2,4,238,238.46875,238.0,1.0
tai20_5_2.fsp,1,2,5,238,238.46875,238.0,1.0
tai20_5_2.fsp,1,2,6,238,238.625,238.0,0.9990234375
tai20_5_2.fsp,1,2,7,238,238.703125,238.0,1.0
tai20_5_2.fsp,1,2,8,238,238.859375,238.0,1.0
tai20_5_2.fsp,1,2,9,238,239.015625,238.0,1.0
tai20_5_2.fsp,1,2,10,238,239.09375,238.0,1.0
tai20_5_2.fsp,2,2,1,238,238.0,238.0,1.0
tai20_5_2.fsp,2,2,2,238,238.0,238.0,1.0
tai20_5_2.fsp,2,2,3,238,238.0,238.0,1.0
tai20_5_2.fsp,2,2,4,238,238.078125,238.0,1.0
tai20_5_2.fsp,2,2,5,238,238.078125,238.0,1.0
tai20_5_2.fsp,2,2,6,238,238.078125,238.0,1.0
tai20_5_2.fsp,2,2,7,238,238.078125,238.0,1.0
tai20_5_2.fsp,2,2,8,238,238.703125,238.0,1.0
tai20_5_2.fsp,2,2,9,238,238.9375,238.0,1.0
tai20_5_2.fsp,2,2,10,238,238.9375,238.0,1.0
tai20_5_2.fsp,3,2,1,238,238.0,238.0,1.0
tai20_5_2.fsp,3,2,2,238,238.546875,238.0,1.0
tai20_5_2.fsp,3,2,3,238,238.546875,238.0,1.0
tai20_5_2.fsp,3,2,4,238,238.9375,238.0,1.0
tai20_5_2.fsp,3,2,5,238,239.09375,238.0,1.0
tai20_5_2.fsp,3,2,6,238,239.328125,238.0,1.0
tai20_5_2.fsp,3,2,7,238,239.484375,238.0,1.0
tai20_5_2.fsp,3,2,8,238,239.640625,238.0,1.0
tai20_5_2.fsp,3,2,9,238,239.796875,238.0,1.0
tai20_5_2.fsp,3,2,10,238,240.1875,238.0,1.0
tai20_5_2.fsp,4,2,1,238,238.0,238.0,1.0
tai20_5_2.fsp,4,2,2,238,238.0,238.0,1.0
tai20_5_2.fsp,4,2,3,238,238.0,238.0,1.0
tai20_5_2.fsp,4,2,4,238,238.078125,238.0,1.0
tai20_5_2.fsp,4,2,5,238,238.078125,238.0,1.0
tai20_5_2.fsp,4,2,6,238,238.078125,238.0,1.0
tai20_5_2.fsp,4,2,7,238,239.171875,238.0,1.0
tai20_5_2.fsp,4,2,8,238,239.796875,238.0,1.0
tai20_5_2.fsp,4,2,9,238,240.03125,238.0,1.0
tai20_5_2.fsp,4,2,10,238,240.421875,238.0,1.0
tai20_5_2.fsp,5,2,1,238,238.0,238.0,1.0
tai20_5_2.fsp,5,2,2,238,238.078125,238.0,1.0
tai20_5_2.fsp,5,2,3,238,238.078125,238.0,1.0
tai20_5_2.fsp,5,2,4,238,238.15625,238.0,1.0
tai20_5_2.fsp,5,2,5,238,238.15625,238.0,1.0
tai20_5_2.fsp,5,2,6,238,240.65625,238.0,1.0
tai20_5_2.fsp,5,2,7,238,240.8125,238.0,1.0
tai20_5_2.fsp,5,2,8,238,240.96875,238.0,1.0
tai20_5_2.fsp,5,2,9,238,240.96875,238.0,1.0
tai20_5_2.fsp,5,2,10,238,241.125,238.0,1.0
tai20_5_3.fsp,1,2,1,416,416.0,416.0,0.9990234375
tai20_5_3.fsp,1,2,2,416,416.0,416.0,1.0
tai20_5_3.fsp,1,2,3,416,416.091796875,416.0,1.0
tai20_5_3.fsp,1,2,4,416,416.1376953125,416.0,1.0
tai20_5_3.fsp,1,2,5,416,416.1376953125,416.0,1.0
tai20_5_3.fsp,1,2,6,416,416.1376953125,416.0,1.0
tai20_5_3.fsp,1,2,7,416,416.275390625,416.0,1.0
tai20_5_3.fsp,1,2,8,416,416.4130859375,416.0,1.0
tai20_5_3.fsp,1,2,9,416,416.5048828125,416.0,1.0
tai20_5_3.fsp,1,2,10,416,416.6884765625,416.0,1.0
tai20_5_3.fsp,2,2,1,416,416.0,416.0,1.0
tai20_5_3.fsp,2,2,2,416,416.0458984375,416.0,1.0
tai20_5_3.fsp,2,2,3,416,416.0458984375,416.0,1.0
tai20_5_3.fsp,2,2,4,416,416.1376953125,416.0,1.0
tai20_5_3.fsp,2,2,5,416,416.2294921875,416.0,1.0
tai20_5_3.fsp,2,2,6,416,416.3212890625,416.0,1.0
tai20_5_3.fsp,2,2,7,416,416.3671875,416.0,1.0
tai20_5_3.fsp,2,2,8,416,416.5966796875,416.0,1.0
tai20_5_3.fsp,2,2,9,416,416.734375,416.0,1.0
tai20_5_3.fsp,2,2,10,416,417.009765625,416.0,1.0
tai20_5_3.fsp,3,2,1,416,416.3671875,416.0,1.0
tai20_5_3.fsp,3,2,2,416,416.5048828125,416.0,1.0
tai20_5_3.fsp,3,2,3,416,416.642578125,416.0,1.0
tai20_5_3.fsp,3,2,4,416,416.826171875,416.0,1.0
tai20_5_3.fsp,3,2,5,416,416.9638671875,416.0,1.0
tai20_5_3.fsp,3,2,6,416,417.1015625,416.0,1.0
tai20_5_3.fsp,3,2,7,416,417.1015625,416.0,1.0
tai20_5_3.fsp,3,2,8,416,417.4228515625,416.0,1.0
tai20_5_3.fsp,3,2,9,416,417.5146484375,416.0,1.0
tai20_5_3.fsp,3,2,10,416,417.5146484375,416.0,1.0
tai20_5_3.fsp,4,2,1,416,416.0,416.0,1.0
tai20_5_3.fsp,4,2,2,416,416.0,416.0,1.0
tai20_5_3.fsp,4,2,3,416,416.091796875,416.0,1.0
tai20_5_3.fsp,4,2,4,416,416.1376953125,416.0,1.0
tai20_5_3.fsp,4,2,5,416,416.4130859375,416.0,1.0
tai20_5_3.fsp,4,2,6,416,416.458984375,416.0,1.0
tai20_5_3.fsp,4,2,7,416,416.55078125,416.0,1.0
tai20_5_3.fsp,4,2,8,416,416.6884765625,416.0,1.0
tai20_5_3.fsp,4,2,9,416,416.8720703125,416.0,1.0
tai20_5_3.fsp,4,2,10,416,416.91796875,416.0,1.0
tai20_5_3.fsp,5,2,1,416,416.0,416.0458984375,0.9990234375
tai20_5_3.fsp,5,2,2,416,416.0,416.0,1.0
tai20_5_3.fsp,5,2,3,416,416.0,416.0,1.0
tai20_5_3.fsp,5,2,4,416,416.0,416.0,1.0
tai20_5_3.fsp,5,2,5,416,416.0,416.0,1.0
tai20_5_3.fsp,5,2,6,416,416.0458984375,416.0,1.0
tai20_5_3.fsp,5,2,7,416,416.091796875,416.0,1.0
tai20_5_3.fsp,5,2,8,416,416.091796875,416.0,1.0
tai20_5_3.fsp,5,2,9,416,416.1376953125,416.0,1.0
tai20_5_3.fsp,5,2,10,416,416.275390625,416.0,1.0
tai20_5_4.fsp,1,2,1,421,421.01171875,421.0,1.0
tai20_5_4.fsp,1,2,2,421,421.029296875,421.0,1.0
tai20_5_4.fsp,1,2,3,421,421.029296875,421.0,1.0
tai20_5_4.fsp,1,2,4,421,421.041015625,421.0,1.0
tai20_5_4.fsp,1,2,5,421,421.046875,421.0,1.0
tai20_5_4.fsp,1,2,6,421,421.052734375,421.0,1.0
tai20_5_4.fsp,1,2,7,421,421.0703125,421.0,1.0
tai20_5_4.fsp,1,2,8,421,421.099609375,421.0,1.0
tai20_5_4.fsp,1,2,9,421,421.10546875,421.0,1.0
tai20_5_4.fsp,1,2,10,421,421.140625,421.0,1.0
tai20_5_4.fsp,2,2,1,421,421.0,421.0,1.0
tai20_5_4.fsp,2,2,2,421,421.0,421.0,0.9990234375
tai20_5_4.fsp,2,2,3,421,421.01171875,421.0,1.0
tai20_5_4.fsp,2,2,4,421,421.01171875,421.0,1.0
tai20_5_4.fsp,2,2,5,421,421.017578125,421.0,1.0
tai20_5_4.fsp,2,2,6,421,421.029296875,421.0,1.0
tai20_5_4.fsp,2,2,7,421,421.029296875,421.0,1.0
tai20_5_4.fsp,2,2,8,421,421.041015625,421.0,1.0
tai20_5_4.fsp,2,2,9,421,421.064453125,421.0,1.0
tai20_5_4.fsp,2,2,10,421,421.087890625,421.0,1.0
tai20_5_4.fsp,3,2,1,421,421.0,421.0,1.0
tai20_5_4.fsp,3,2,2,421,421.017578125,421.0,1.0
tai20_5_4.fsp,3,2,3,421,421.017578125,421.0,1.0
tai20_5_4.fsp,3,2,4,421,421.029296875,421.0,1.0
tai20_5_4.fsp,3,2,5,421,421.046875,421.0,1.0
tai20_5_4.fsp,3,2,6,421,421.052734375,421.0,1.0
tai20_5_4.fsp,3,2,7,421,421.064453125,421.0,1.0
tai20_5_4.fsp,3,2,8,421,421.076171875,421.0,0.9990234375
tai20_5_4.fsp,3,2,9,421,421.087890625,421.0,1.0
tai20_5_4.fsp,3,2,10,421,421.087890625,421.0,1.0
tai20_5_4.fsp,4,2,1,421,421.0,421.0,1.0
tai20_5_4.fsp,4,2,2,421,421.0,421.0,0.9990234375
tai20_5_4.fsp,4,2,3,421,421.029296875,421.0,1.0
tai20_5_4.fsp,4,2,4,421,421.03515625,421.0,1.0
tai20_5_4.fsp,4,2,5,421,421.03515625,421.0,1.0
tai20_5_4.fsp,4,2,6,421,421.03515625,421.0,1.0
tai20_5_4.fsp,4,2,7,421,421.052734375,421.0,1.0
tai20_5_4.fsp,4,2,8,421,421.052734375,421.0,1.0
tai20_5_4.fsp,4,2,9,421,421.05859375,421.0,1.0
tai20_5_4.fsp,4,2,10,421,421.087890625,421.0,1.0
tai20_5_4.fsp,5,2,1,421,421.0,421.0,1.0
tai20_5_4.fsp,5,2,2,421,421.0,421.005859375,0.998046875
tai20_5_4.fsp,5,2,3,421,421.005859375,421.0,1.0
tai20_5_4.fsp,5,2,4,421,421.005859375,421.0,1.0
tai20_5_4.fsp,5,2,5,421,421.0234375,421.0,1.0
tai20_5_4.fsp,5,2,6,421,421.029296875,421.0,1.0
tai20_5_4.fsp,5,2,7,421,421.046875,421.0,1.0
tai20_5_4.fsp,5,2,8,421,421.05859375,421.0,1.0
tai20_5_4.fsp,5,2,9,421,421.099609375,421.0,1.0
tai20_5_4.fsp,5,2,10,421,421.1171875,421.0,1.0
tai20_5_5.fsp,1,2,1,270,270.0,270.0,1.0
tai20_5_5.fsp,1,2,2,270,270.0,270.0,1.0
tai20_5_5.fsp,1,2,3,270,270.0,270.0,1.0
tai20_5_5.fsp,1,2,4,270,270.013671875,270.0,1.0
tai20_5_5.fsp,1,2,5,270,270.02734375,270.0,1.0
tai20_5_5.fsp,1,2,6,270,270.041015625,270.0,1.0
tai20_5_5.fsp,1,2,7,270,270.041015625,270.0,1.0
tai20_5_5.fsp,1,2,8,270,270.109375,270.0,1.0
tai20_5_5.fsp,1,2,9,270,270.150390625,270.0,1.0
tai20_5_5.fsp,1,2,10,270,270.205078125,270.0,1.0
tai20_5_5.fsp,2,2,1,270,270.0,270.0,1.0
tai20_5_5.fsp,2,2,2,270,270.02734375,270.0,1.0
tai20_5_5.fsp,2,2,3,270,270.041015625,270.0,1.0
tai20_5_5.fsp,2,2,4,270,270.109375,270.0,1.0
tai20_5_5.fsp,2,2,5,270,270.13671875,270.0,1.0
tai20_5_5.fsp,2,2,6,270,270.232421875,270.0,1.0
tai20_5_5.fsp,2,2,7,270,270.30078125,270.0,1.0
tai20_5_5.fsp,2,2,8,270,270.314453125,270.0,1.0
tai20_5_5.fsp,2,2,9,270,270.328125,270.0,0.9990234375
tai20_5_5.fsp,2,2,10,270,270.533203125,270.0,1.0
tai20_5_5.fsp,3,2,1,270,270.0,270.02734375,0.99609375
tai20_5_5.fsp,3,2,2,270,270.013671875,270.0,1.0
tai20_5_5.fsp,3,2,3,270,270.041015625,270.0,1.0
tai20_5_5.fsp,3,2,4,270,270.068359375,270.0,1.0
tai20_5_5.fsp,3,2,5,270,270.068359375,270.0,1.0
tai20_5_5.fsp,3,2,6,270,270.095703125,270.013671875,1.0
tai20_5_5.fsp,3,2,7,270,270.123046875,270.0,1.0
tai20_5_5.fsp,3,2,8,270,270.150390625,270.0,1.0
tai20_5_5.fsp,3,2,9,270,270.19140625,270.0,1.0
tai20_5_5.fsp,3,2,10,270,270.205078125,270.0,1.0
tai20_5_5.fsp,4,2,1,270,270.0,270.0,1.0
tai20_5_5.fsp,4,2,2,270,270.0,270.0,1.0
tai20_5_5.fsp,4,2,3,270,270.013671875,270.0,1.0
tai20_5_5.fsp,4,2,4,270,270.041015625,270.0,1.0
tai20_5_5.fsp,4,2,5,270,270.068359375,270.0,1.0
tai20_5_5.fsp,4,2,6,270,270.095703125,270.0,1.0
tai20_5_5.fsp,4,2,7,270,270.123046875,270.0,1.0
tai20_5_5.fsp,4,2,8,270,270.123046875,270.0,1.0
tai20_5_5.fsp,4,2,9,270,270.13671875,270.0,1.0
tai20_5_5.fsp,4,2,10,270,270.205078125,270.0,1.0
tai20_5_5.fsp,5,2,1,270,270.013671875,270.0,1.0
tai20_5_5.fsp,5,2,2,270,270.0546875,270.0,1.0
tai20_5_5.fsp,5,2,3,270,270.08203125,270.0,1.0
tai20_5_5.fsp,5,2,4,270,270.095703125,270.0,1.0
tai20_5_5.fsp,5,2,5,270,270.109375,270.0,1.0
tai20_5_5.fsp,5,2,6,270,270.13671875,270.0,1.0
tai20_5_5.fsp,5,2,7,270,270.1640625,270.0,1.0
tai20_5_5.fsp,5,2,8,270,270.1640625,270.0,1.0
tai20_5_5.fsp,5,2,9,270,270.396484375,270.0,1.0
tai20_5_5.fsp,5,2,10,270,270.533203125,270.0,1.0
tai20_5_6.fsp,1,2,1,281,281.0,281.0,1.0
tai20_5_6.fsp,1,2,2,281,281.0,281.0,1.0
tai20_5_6.fsp,1,2,3,281,281.0068359375,281.0,1.0
tai20_5_6.fsp,1,2,4,281,281.0068359375,281.0,1.0
tai20_5_6.fsp,1,2,5,281,281.013671875,281.0,1.0
tai20_5_6.fsp,1,2,6,281,281.0205078125,281.0,1.0
tai20_5_6.fsp,1,2,7,281,281.0615234375,281.0,1.0
tai20_5_6.fsp,1,2,8,281,281.068359375,281.0,1.0
tai20_5_6.fsp,1,2,9,281,281.08203125,281.0,1.0
tai20_5_6.fsp,1,2,10,281,281.1298828125,281.0,1.0
tai20_5_6.fsp,2,2,1,281,281.0,281.0,1.0
tai20_5_6.fsp,2,2,2,281,281.0,281.0,1.0
tai20_5_6.fsp,2,2,3,281,281.0,281.0,0.9990234375
tai20_5_6.fsp,2,2,4,281,281.0,281.0,1.0
tai20_5_6.fsp,2,2,5,281,281.0068359375,281.0,1.0
tai20_5_6.fsp,2,2,6,281,281.0068359375,281.0,1.0
tai20_5_6.fsp,2,2,7,281,281.0068359375,281.0,1.0
tai20_5_6.fsp,2,2,8,281,281.02734375,281.0,1.0
tai20_5_6.fsp,2,2,9,281,281.041015625,281.0,1.0
tai20_5_6.fsp,2,2,10,281,281.0478515625,281.0,1.0
tai20_5_6.fsp,3,2,1,281,281.0,281.0,1.0
tai20_5_6.fsp,3,2,2,281,281.0,281.0,1.0
tai20_5_6.fsp,3,2,3,281,281.0,281.0,1.0
tai20_5_6.fsp,3,2,4,281,281.013671875,281.0,1.0
tai20_5_6.fsp,3,2,5,281,281.0205078125,281.0,1.0
tai20_5_6.fsp,3,2,6,281,281.0478515625,281.0,1.0
tai20_5_6.fsp,3,2,7,281,281.0546875,281.0,1.0
tai20_5_6.fsp,3,2,8,281,281.0546875,281.0,1.0
tai20_5_6.fsp,3,2,9,281,281.0615234375,281.0,1.0
tai20_5_6.fsp,3,2,10,281,281.08203125,281.0,1.0
tai20_5_6.fsp,4,2,1,281,281.0,281.0,1.0
tai20_5_6.fsp,4,2,2,281,281.0,281.0,1.0
tai20_5_6.fsp,4,2,3,281,281.0068359375,281.0,1.0
tai20_5_6.fsp,4,2,4,281,281.013671875,281.0,1.0
tai20_5_6.fsp,4,2,5,281,281.02734375,281.0,1.0
tai20_5_6.fsp,4,2,6,281,281.041015625,281.0,1.0
tai20_5_6.fsp,4,2,7,281,281.0888671875,281.0,1.0
tai20_5_6.fsp,4,2,8,281,281.1025390625,281.0,1.0
tai20_5_6.fsp,4,2,9,281,281.1640625,281.0,1.0
tai20_5_6.fsp,4,2,10,281,281.21875,281.0,1.0
tai20_5_6.fsp,5,2,1,281,281.0,281.013671875,0.9970703125
tai20_5_6.fsp,5,2,2,281,281.0,281.0,1.0
tai20_5_6.fsp,5,2,3,281,281.0068359375,281.0,1.0
tai20_5_6.fsp,5,2,4,281,281.0205078125,281.0,1.0
tai20_5_6.fsp,5,2,5,281,281.02734375,281.0,1.0
tai20_5_6.fsp,5,2,6,281,281.02734375,281.0,1.0
tai20_5_6.fsp,5,2,7,281,281.123046875,281.0,1.0
tai20_5_6.fsp,5,2,8,281,281.21875,281.0,1.0
tai20_5_6.fsp,5,2,9,281,281.2666015625,281.0,1.0
tai20_5_6.fsp,5,2,10,281,281.35546875,281.0,1.0
tai20_5_7.fsp,1,2,1,241,241.0,241.0,1.0
tai20_5_7.fsp,1,2,2,241,241.0,241.0,0.9990234375
tai20_5_7.fsp,1,2,3,241,241.0478515625,241.0,1.0
tai20_5_7.fsp,1,2,4,241,241.095703125,241.0,1.0
tai20_5_7.fsp,1,2,5,241,241.1435546875,241.0,1.0
tai20_5_7.fsp,1,2,6,241,241.1435546875,241.0,1.0
tai20_5_7.fsp,1,2,7,241,241.2392578125,241.0,1.0
tai20_5_7.fsp,1,2,8,241,241.3828125,241.0,1.0
tai20_5_7.fsp,1,2,9,241,241.4306640625,241.0,1.0
tai20_5_7.fsp,1,2,10,241,241.57421875,241.0,1.0
tai20_5_7.fsp,2,2,1,241,241.0,241.0,1.0
tai20_5_7.fsp,2,2,2,241,241.3828125,241.0,1.0
tai20_5_7.fsp,2,2,3,241,241.3828125,241.0,1.0
tai20_5_7.fsp,2,2,4,241,241.4306640625,241.0,1.0
tai20_5_7.fsp,2,2,5,241,241.6220703125,241.0,1.0
tai20_5_7.fsp,2,2,6,241,241.669921875,241.0,1.0
tai20_5_7.fsp,2,2,7,241,241.669921875,241.0,1.0
tai20_5_7.fsp,2,2,8,241,241.8134765625,241.0,1.0
tai20_5_7.fsp,2,2,9,241,241.9091796875,241.0,1.0
tai20_5_7.fsp,2,2,10,241,242.4833984375,241.0,1.0
tai20_5_7.fsp,3,2,1,241,241.0,241.0,1.0
tai20_5_7.fsp,3,2,2,241,241.0478515625,241.0,0.9990234375
tai20_5_7.fsp,3,2,3,241,241.095703125,241.0,0.9990234375
tai20_5_7.fsp,3,2,4,241,241.095703125,241.0,1.0
tai20_5_7.fsp,3,2,5,241,241.095703125,241.0,1.0
tai20_5_7.fsp,3,2,6,241,241.1435546875,241.0,1.0
tai20_5_7.fsp,3,2,7,241,241.1435546875,241.0,1.0
tai20_5_7.fsp,3,2,8,241,241.19140625,241.0,1.0
tai20_5_7.fsp,3,2,9,241,241.19140625,241.0,1.0
tai20_5_7.fsp,3,2,10,241,241.2392578125,241.0,1.0
tai20_5_7.fsp,4,2,1,241,241.0,241.0478515625,1.0
tai20_5_7.fsp,4,2,2,241,241.0,241.0,1.0
tai20_5_7.fsp,4,2,3,241,241.0,241.0,0.9990234375
tai20_5_7.fsp,4,2,4,241,241.0478515625,241.0,1.0
tai20_5_7.fsp,4,2,5,241,241.1435546875,241.0,1.0
tai20_5_7.fsp,4,2,6,241,241.1435546875,241.0,1.0
tai20_5_7.fsp,4,2,7,241,241.2392578125,241.0,1.0
tai20_5_7.fsp,4,2,8,241,241.57421875,241.0,1.0
tai20_5_7.fsp,4,2,9,241,241.861328125,241.0,1.0
tai20_5_7.fsp,4,2,10,241,241.861328125,241.0,1.0
tai20_5_7.fsp,5,2,1,241,241.0,241.0,1.0
tai20_5_7.fsp,5,2,2,241,241.095703125,241.0,1.0
tai20_5_7.fsp,5,2,3,241,241.095703125,241.0,1.0
tai20_5_7.fsp,5,2,4,241,241.19140625,241.0,1.0
tai20_5_7.fsp,5,2,5,241,241.2392578125,241.0,1.0
tai20_5_7.fsp,5,2,6,241,241.287109375,241.0,1.0
tai20_5_7.fsp,5,2,7,241,241.7177734375,241.0,1.0
tai20_5_7.fsp,5,2,8,241,242.052734375,241.0,1.0
tai20_5_7.fsp,5,2,9,241,242.1005859375,241.0,1.0
tai20_5_7.fsp,5,2,10,241,242.1484375,241.0,1.0
tai20_5_8.fsp,1,2,1,375,375.0,375.0,1.0
tai20_5_8.fsp,1,2,2,375,375.0,375.0,1.0
tai20_5_8.fsp,1,2,3,375,375.0,375.0,1.0
tai20_5_8.fsp,1,2,4,375,375.046875,375.0,1.0
tai20_5_8.fsp,1,2,5,375,375.046875,375.0,1.0
tai20_5_8.fsp,1,2,6,375,375.515625,375.0,1.0
tai20_5_8.fsp,1,2,7,375,375.9375,375.0,1.0
tai20_5_8.fsp,1,2,8,375,376.03125,375.0,1.0
tai20_5_8.fsp,1,2,9,375,376.03125,375.0,1.0
tai20_5_8.fsp,1,2,10,375,376.734375,375.0,1.0
